housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
25,5675,1224,3317,1119,3.9352,232900
25,3341,789,1685,751,3.6936,238300
35,757,151,474,132,3.7361,179800
44,1368,277,899,271,3.5938,161300
36,2062,351,1134,358,4.4881,218900
6,3445,847,2467,712,3.1507,144000
41,1806,408,1146,374,2.9643,162200
28,2922,739,3013,673,2.9531,127100
28,2410,616,2399,594,2.7339,156700
6,1655,536,1201,487,1.7344,145800
46,940,219,599,214,3.2813,190900
33,2180,522,1634,467,3.0114,167000
30,1694,398,1181,383,2.9779,169500
18,2287,662,1804,537,1.9903,170300
32,1854,471,1363,478,2.6406,156700
26,6607,1663,4066,1558,2.5068,156300
36,2668,473,1315,478,4.0714,215600
36,1979,339,952,339,4.0815,216200
36,2831,573,1462,569,3.8646,214600
36,2444,432,1199,424,4.1538,218800
36,2220,367,1002,351,5.0719,219500
36,1348,234,643,221,3.6447,211000
9,3564,835,1530,807,5.1806,175000
26,3061,844,2135,769,2.875,164000
25,5463,1265,3010,1179,3.233,199100
25,3742,1180,3916,1063,2.4,153700
52,3248,853,1819,815,3.1739,222900
39,4075,1085,2470,1025,2.3317,222500
33,2048,585,2074,597,2.0156,152700
29,3684,1301,3891,1143,1.6955,179700
15,4798,1374,3087,1212,2.127,163300
14,1709,558,1939,520,1.9808,139100
49,3382,787,1314,756,3.8125,382100
38,3235,769,1284,752,2.9384,304100
30,4439,1105,1749,1011,3.8984,306300
30,2800,757,1292,742,2.7614,272200
29,3078,786,1460,736,2.875,232500
29,2743,708,1059,651,3.625,500000
9,1507,293,761,278,3.0184,87900
21,2370,540,1488,554,2.7361,83300
13,5341,773,2288,724,6.6772,185600
5,8352,1555,3723,1389,4.5659,140300
9,1561,253,731,233,5.7049,173200
7,2465,336,978,332,7.1381,292200
45,1790,316,1035,312,4.0985,173100
38,1280,231,828,237,4.375,166700
45,2257,285,759,305,11.7894,500001
37,2246,481,995,459,4.2944,354700
35,2568,672,1696,605,2.9154,169200
30,3376,720,1990,725,3.7813,232000
26,4971,996,2370,932,4.9676,381400
48,2514,595,2484,601,3.1146,142500
37,299,89,318,92,1.3125,145800
25,4444,647,1922,652,8.058,477300
36,3066,797,3097,780,2.5523,156500
33,2907,797,3212,793,2.2348,146600
39,787,181,731,179,3.2279,158500
33,851,231,936,228,3.375,147500
19,2150,544,1510,467,3.4952,150000
44,1856,461,1853,452,2.5033,131900
43,464,116,416,120,2.475,142600
45,733,178,715,165,2.5962,124100
39,962,229,999,221,3.375,126000
35,1256,294,2990,302,3.1528,121800
46,705,167,655,149,3.5938,141100
45,911,238,1005,229,2.8167,114000
44,691,155,613,142,1.9667,133900
43,908,232,1005,224,1.75,134000
39,563,138,682,137,2.75,150000
38,385,102,402,95,1.625,129700
43,1636,506,1855,502,2.2902,152400
42,882,292,1248,281,2.761,120000
41,2099,530,2325,528,2.1979,140800
31,1014,252,1064,247,2.4167,125500
42,946,272,1191,261,2.45,132000
39,759,215,883,226,2.125,143800
34,760,219,968,202,1.7813,145000
33,346,103,488,107,1.8681,112500
36,1657,425,1689,418,2.7799,149300
30,1228,358,1603,323,3.0225,130800
41,756,195,873,212,2.7321,156000
41,428,111,585,139,3.1786,132100
27,1871,556,2542,581,2.8427,164400
33,2410,641,2106,593,2.2422,168200
31,3388,1059,3558,957,2.4049,159000
29,2913,787,3803,740,2.5556,146500
25,3297,1066,5027,1041,2.2817,164200
25,2249,681,2621,628,2.3,164200
23,1991,584,1380,535,1.9107,181900
17,1145,209,499,202,4.6389,165500
43,2099,398,1276,387,3.1528,166800
36,2447,503,1532,498,4.3667,171800
42,856,167,748,195,3.8,145800
39,1157,273,877,305,3.1087,171000
37,1499,288,1237,344,3.9333,162300
12,3653,993,3215,854,2.8681,114200
52,63,12,47,8,7.2423,350000
11,3605,880,3637,873,2.6328,160700
42,1645,371,1161,351,3.0893,162700
29,815,206,590,183,3.0052,166700
45,2110,494,1404,454,2.9803,165900
40,2462,587,1821,536,3.5646,162600
44,1701,396,1091,384,3.025,162300
40,1301,342,954,336,2.3804,158000
10,1664,508,1369,493,2.9886,175000
39,2247,526,1670,525,3.07,173000
37,3714,708,1956,694,4.2218,200500
45,1853,328,945,320,5.0787,219200
45,1533,331,791,335,3.4605,186600
29,4716,1372,2515,1272,2.726,208700
45,2019,363,880,339,4.1023,217300
45,1808,315,800,302,4.8693,277700
52,2539,497,1152,488,4.1354,268200
36,948,303,1042,301,1.55,100000
32,2171,672,3002,648,2.375,139700
28,1219,408,1816,348,1.7589,118300
44,2364,746,3184,672,1.918,147500
29,2920,962,3580,772,1.7393,140200
23,3768,1261,3940,1098,1.9647,186200
45,2508,797,1340,720,2.6786,191100
45,2151,643,1047,579,3.1149,218800
45,2143,697,1004,594,3.0153,220000
39,2953,878,1379,785,2.1378,180400
37,1127,327,492,331,2.675,241700
36,2933,881,2077,838,2.2538,181300
25,4405,1262,2178,1090,3.0503,225000
12,4409,1401,3068,1262,2.2808,154700
16,3806,794,1501,714,2.1212,108300
23,2311,487,1019,384,2.2574,104700
19,3562,606,1677,578,4.1573,228100
40,1983,298,853,271,5.9845,241700
44,1473,250,668,239,8.72,415900
48,1371,164,528,155,15.0001,500001
43,4269,591,1467,582,9.0702,500001
34,5012,746,1699,715,9.4987,500001
38,3039,487,1131,465,7.7116,360900
52,2228,475,1311,452,3.5341,182100
44,2734,415,1057,424,7.9213,477800
52,1081,311,904,283,1.9219,165100
45,2397,488,1569,471,4.21,167900
44,1346,398,1204,344,2.3984,152200
33,1523,391,753,298,2.6591,183800
8,1116,267,435,235,4.9231,230900
7,2529,689,1215,577,4.7853,153100
10,1940,445,763,412,4.975,166700
10,1907,398,921,369,4.875,200400
44,1688,426,1605,384,3.3785,184900
40,2744,708,2747,674,2.6226,148800
35,2226,602,2230,549,2.9167,129300
33,1369,408,1475,377,2.3281,151900
31,1318,311,1164,289,2.9939,135500
28,2616,630,2218,621,2.6842,156000
45,934,228,893,192,2.53,140300
33,278,71,266,56,0.8941,98200
27,2025,565,2189,577,2.6083,148600
41,616,196,814,180,3.3333,115100
41,389,102,455,107,2.7031,109200
38,3272,731,3299,726,2.8295,126500
44,1079,275,1249,249,3.0417,141700
36,1807,630,2118,669,1.55,129000
44,1629,420,1893,387,2.2991,137500
40,2631,698,2920,677,2.0764,145600
39,609,145,690,134,2.9167,145800
37,2115,580,2842,572,2.239,121300
37,2631,734,3228,701,2.15,132200
35,661,142,720,143,2.8977,142500
33,832,226,987,220,3.0972,125000
42,1845,497,2191,492,2.3462,127300
38,1010,315,1157,301,1.6341,161800
36,988,337,1508,351,2.4375,154800
35,1230,407,1512,364,2.152,170800
40,1698,431,1280,405,2.625,206300
36,903,266,1068,251,3.0398,165400
30,1735,573,2237,545,2.3444,156100
24,1880,642,2646,605,2.1836,162000
34,3214,899,3086,808,2.0057,189400
30,2887,866,2806,830,2.2122,169400
26,6895,1877,8551,1808,2.3175,154500
20,427,118,402,105,1.4167,137500
42,2608,610,2062,616,3.5341,167500
39,2121,579,1991,528,2.9094,152200
44,1337,245,968,240,3.4688,183600
43,2724,612,2340,570,2.7,165000
35,952,271,949,261,2.4297,147200
31,1516,400,1820,398,2.1641,122900
32,2035,519,2282,480,3.2734,136400
29,749,185,708,196,2.4583,136900
36,1138,238,878,224,2.0625,134400
32,778,227,933,209,2.7292,143800
25,1709,442,1177,410,2.4333,155000
25,5896,1464,4149,1362,2.6742,131900
47,882,185,536,174,4.625,163000
44,1308,267,783,237,4.7361,167700
42,2326,503,1832,501,3.1713,161000
44,2137,461,1126,439,3.4408,172900
44,1832,401,1056,405,4.0658,175100
38,2664,626,1627,604,3.7527,161900
39,2925,732,1702,642,2.375,160800
44,1890,465,1378,430,3.8819,143200
40,2597,582,1285,559,3.975,213800
38,3596,862,2416,832,3.6897,169800
30,2548,717,2086,700,0.7007,134400
43,2561,544,1063,537,3.835,418600
35,1415,294,591,291,2.9798,315600
52,2569,484,1030,451,4.1301,268400
45,1535,274,591,276,4.2411,371700
44,1497,277,542,274,5.0052,321800
39,3622,745,1330,648,3.3125,425500
52,2618,472,943,440,3.7895,254000
43,284,65,167,68,4.25,207500
27,471,132,315,96,1.75,154200
30,2734,758,2951,691,1.7689,117600
15,2407,589,1591,506,3.0513,148100
42,1571,435,1631,417,1.6384,128000
27,1580,510,1896,448,2.0186,130000
20,1255,360,1201,318,1.2206,162500
52,1180,381,1046,332,1.5603,162500
36,1697,550,1379,434,1.2746,129700
26,3042,1253,4812,1141,1.7701,146200
20,1852,556,1712,556,1.4565,152500
17,1419,436,1300,360,2.0769,100000
49,2297,759,1105,629,1.8388,175000
45,1434,627,735,518,1.5,162500
41,2048,601,852,533,2.5726,193800
39,1645,547,1339,499,1.5536,155000
37,2653,754,1087,698,2.3523,325000
36,1833,688,1128,620,1.1483,112500
29,1776,606,1391,488,1.1295,137500
2,2103,389,923,338,5.0553,111100
16,2035,370,704,330,2.1979,146400
8,11275,1822,5731,1692,5.0285,167900
33,1781,326,913,314,3.9963,126800
32,10626,1504,4353,1482,9.8413,500001
41,1602,228,680,225,6.553,500001
41,2031,294,859,302,7.419,483700
34,2061,260,825,254,15.0001,500001
49,1788,267,735,266,6.6009,375700
47,2525,523,1514,498,4.3359,209200
50,1309,302,883,293,3.1287,198000
52,679,132,483,163,4.2344,162500
44,1219,324,1036,282,4.0417,170600
41,2591,682,2366,583,2.3071,146400
36,2833,720,2148,709,2.7012,172100
35,2524,749,2487,679,2.4932,167700
40,1266,348,1032,315,2.1667,150000
38,1158,309,1051,322,2.286,169300
26,1638,457,1155,437,3.4227,143800
42,1577,379,1317,378,3.2121,153900
39,2054,423,1205,403,4.239,213000
41,2090,530,2043,537,1.9706,144200
38,1241,298,1055,263,2.3409,115500
42,1555,337,1152,348,3.375,169600
38,2965,665,2128,650,3.0241,166300
47,2324,658,3020,594,1.1868,93800
44,1734,364,1133,351,2.5132,163100
37,1715,456,2052,440,2.3125,116100
32,555,159,748,163,1.9762,137500
47,1273,264,1193,260,2.4375,122900
46,1051,302,1435,305,1.6667,133600
43,977,266,1084,259,2.7708,127900
42,1291,345,1535,332,1.9083,119200
41,1098,264,1178,245,2.1058,124300
37,349,79,276,64,3.2125,125000
35,1296,307,1423,276,2.7432,135200
43,1682,422,1706,409,2.1029,153300
40,1279,316,1438,329,2.1774,157600
40,1095,305,1322,281,1.9688,150000
39,1074,323,1613,308,2.3015,131700
34,1011,274,1164,262,2.8542,146900
52,1053,246,1036,249,2.1071,136700
50,1183,246,851,231,3.2639,142600
42,2250,629,2588,609,1.9719,134200
31,525,136,627,145,2.6964,125000
45,1535,432,1820,419,1.7801,142800
44,2702,770,3260,721,2.3575,144800
40,474,124,546,121,2.3438,137500
34,1478,369,1735,348,1.8875,136700
42,1429,436,1537,389,3.0114,157500
40,1547,434,1930,427,3.3869,157300
38,1212,272,1129,263,2.6673,142300
36,1273,379,1398,353,2.4516,147800
35,1172,436,1741,408,2.4596,154700
40,973,272,1257,258,2.8214,158000
36,4179,1266,4582,1196,2.0087,172100
34,1022,286,1058,275,2.6042,156700
33,151,83,380,83,1.4224,189600
34,2700,763,2815,767,2.4196,178400
30,1790,556,1827,520,1.7562,181300
40,979,296,934,292,2.6354,151800
28,3507,969,3740,970,2.0162,142000
44,1436,271,850,269,3.2768,179100
42,2309,685,2609,673,2.7206,162100
42,1651,463,1559,436,2.3882,148100
41,1368,309,1244,312,3.0833,164800
45,1871,371,1315,382,3.3661,160800
45,1403,315,1111,311,3.3846,168100
44,1613,345,1227,342,3.1667,145700
40,1334,276,1226,278,3.4712,144300
43,2339,487,1732,449,3.0987,139400
36,1356,314,1469,300,2.0785,139800
35,915,241,1153,252,3.305,115800
35,2695,748,2935,706,2.0134,132400
33,915,225,826,212,2.7708,117400
36,2326,543,2073,494,1.9952,112900
36,1073,271,1385,288,2.3214,104800
32,2762,652,2677,632,2.5719,105600
38,4018,986,3702,927,2.9293,113600
32,1696,438,1639,376,2.0357,107300
31,886,224,1154,247,2.1071,99500
35,1769,436,1166,386,2.875,178300
27,4701,1359,2571,1216,2.5417,184100
46,1824,438,1200,451,3.4375,156700
42,1999,431,1060,399,3.7031,167100
38,2009,524,1449,451,2.7045,155400
36,2013,546,1659,522,3.1215,153600
35,1133,296,774,271,2.2381,137500
45,1167,302,773,287,3.2798,150300
30,3533,1061,2678,1033,2.2417,151900
24,1228,320,537,273,2.25,192000
43,2641,411,1011,444,6.4468,444200
42,1773,360,815,299,4.9,406300
19,2953,895,1914,855,3.5521,290000
21,1835,427,1038,384,4.4559,198500
41,2125,591,1604,555,2.9943,190600
38,2010,595,1535,525,1.9848,160400
36,2326,729,2635,657,2.1985,141800
43,1823,600,2339,560,1.6792,130600
41,2114,612,2357,529,1.7938,142600
37,1834,551,1967,476,2.137,126600
30,3107,994,3543,850,1.9387,141700
8,992,393,694,331,2.5544,162500
42,1021,300,533,187,1.8036,175000
35,1511,593,914,539,0.9318,187500
31,1648,484,898,457,1.5844,162500
29,1013,392,1083,316,1.8438,162500
21,2741,1029,2924,969,1.3274,218800
52,1562,616,692,512,1.4048,200000
35,1574,603,820,514,1.2321,137500
5,9076,1503,7694,1278,4.875,163400
42,1493,237,665,224,6.7571,443900
40,1477,228,609,224,7.8375,500001
44,2890,438,1219,429,6.987,500001
31,5550,881,2465,862,6.8317,446100
52,3800,646,1842,620,5.5524,293900
52,2090,466,1219,390,4.0909,204200
51,1941,378,1012,371,3.9375,217000
52,2035,459,2589,438,3.5349,193600
30,3369,824,2032,795,4.0052,196400
52,1580,426,1462,406,3.3326,167600
44,1565,398,1500,407,2.8125,155600
41,1908,503,1557,453,2.9194,162000
52,678,173,791,186,4.0625,171300
52,1901,525,1856,480,3,156400
46,3659,1068,4153,993,2.5211,162900
37,2040,611,1698,545,1.9355,166300
36,1441,534,1809,500,2.1793,185700
30,3643,1197,4336,1163,2.07,154500
39,1594,430,1668,378,2.5343,138200
49,1320,309,1405,328,2.4375,114000
41,1807,429,1699,424,2.2222,126000
34,1765,551,2203,500,2.2708,159600
21,1353,380,1688,367,1.9937,139600
46,453,119,533,132,2.2961,112500
40,1181,335,1441,337,2.1136,111800
8,762,204,728,174,2.4886,137500
50,1407,401,1526,385,2.29,121800
43,1165,317,1279,303,1.9615,141700
42,1703,586,2490,581,2.02,147200
41,1268,398,1887,407,2.625,150000
40,1146,323,1354,321,1.9205,121900
40,1082,318,1085,273,1.7054,117200
36,2672,675,2883,674,2.0885,142800
52,1249,307,1223,297,2.07,136300
44,1399,386,1419,373,1.8224,143800
36,1625,490,2003,478,2.181,147200
52,774,209,813,203,2.3472,135200
52,583,157,730,174,1.4115,140600
52,1754,452,1849,445,2.3716,122800
41,1292,334,1150,322,1.925,135200
37,1583,392,1776,377,2.7266,140800
42,498,120,548,119,3.7543,126600
26,36,9,35,9,1.625,175000
35,1705,523,2252,508,2.3421,154200
35,1608,465,2140,488,3.1979,154700
33,1134,375,1615,354,2.1468,141700
31,1186,387,2087,409,1.9132,154600
30,1474,459,1844,464,2.551,160000
38,867,243,950,235,1.8929,163100
32,1403,399,1506,375,2,172700
30,2369,753,3259,770,2.1964,158500
30,1911,562,2055,534,2.3917,154600
28,2474,702,2830,694,2.754,166200
44,3114,779,2959,776,3.1875,171700
43,1233,306,1190,282,2.8371,161300
41,1512,400,1690,367,3.055,167000
37,2127,533,2021,480,2.9773,164600
41,679,184,788,185,2.1406,165300
35,1924,520,2101,541,2.4267,151500
45,1818,408,1705,373,4.0441,157500
45,1570,328,1321,300,3.7361,171800
44,1413,298,1200,307,3.5125,169300
41,857,201,934,227,2.6339,145700
40,1929,417,1780,419,3.4402,149400
36,2210,634,2341,553,2.1715,131100
36,1191,345,1193,295,2.5185,138800
45,1283,253,1025,248,3.2798,141200
42,1411,314,1432,322,3.0871,138800
39,1050,217,895,207,3.1538,155600
36,414,104,477,130,3.6719,130400
43,1381,278,1494,298,3.5878,118400
36,2283,499,1836,462,2.8793,118100
34,1552,444,2093,413,2.2125,103200
33,1435,322,1298,299,2.7813,105100
26,1000,275,1178,263,2.12,105000
40,2538,564,2170,541,2.7212,107900
40,2945,725,2858,690,3.2368,136900
40,1699,346,1188,329,4.2083,147300
42,1482,310,1052,317,3.9469,158200
36,1554,273,974,264,4.2135,161400
26,703,202,757,212,2.525,155500
27,2732,867,1690,794,2.6465,160200
46,1854,462,1360,429,2.4844,158200
33,2557,731,2286,700,2.3041,149100
35,3405,779,1953,671,2.7813,159200
35,3737,613,1305,583,7.2096,490300
21,2251,452,913,420,4.6042,272200
47,2347,437,1219,420,5.3096,209900
46,1388,254,742,241,4.6458,212100
45,944,178,533,193,3.4808,206900
43,3013,574,1525,529,4.95,194000
52,1786,445,1090,430,2.8988,194900
52,1009,216,614,231,4.0074,200800
42,4577,1146,2749,1094,2.5012,197500
48,2105,592,1807,539,2.7183,190400
47,767,195,569,195,2.9514,185200
47,2549,626,1388,606,3.0135,192700
25,2851,968,3744,906,2.0675,116700
52,2662,893,3018,763,2.3305,162500
46,1889,651,1545,587,1.7064,175000
42,517,233,995,212,2.225,106300
41,1158,396,1209,336,2.7813,129200
40,2034,899,1257,797,1.2864,131300
24,2404,819,1566,753,1.5076,145800
17,4001,814,2313,756,3.0441,140100
16,2573,427,1273,426,5.9508,181100
37,2260,322,941,303,8.3695,500001
41,1676,263,757,255,4.7734,450800
35,3646,552,1409,534,6.3794,500001
14,2672,335,1113,318,12.1579,500001
24,8590,1231,3401,1178,8.1325,472700
25,434,74,199,75,5.9199,420500
25,1908,628,1412,588,2.2267,189800
52,2465,611,1433,570,3.25,214200
52,1590,360,1127,321,3.4625,173900
41,1904,514,1666,498,3.6845,175800
35,1937,439,1523,412,3.5638,170500
47,5077,1271,3348,1106,3.0377,186800
40,1684,316,795,330,5.2723,218300
36,2000,533,1234,535,3.7437,241700
39,1561,445,1780,391,2.4632,144200
39,1287,353,1171,345,1.6118,138500
37,1822,498,1961,506,1.9881,159200
34,1660,412,1678,382,2.7708,148200
52,3672,808,3062,764,2.6806,153000
39,986,361,1347,299,2.2907,133900
26,2574,807,3163,802,1.9495,173200
52,1770,435,1848,439,2.4135,167200
47,1346,383,1452,371,1.7292,191700
42,902,318,1312,323,1.9375,168800
31,1453,404,1486,389,2.3859,153100
31,1077,300,1198,274,2.1333,160200
30,511,153,1152,149,2.3611,156800
29,1478,413,1580,394,1.8781,147500
47,722,235,930,226,2.5455,114300
28,950,357,1485,345,1.9271,136400
28,1841,809,3199,727,1.6319,151600
28,1079,306,1358,285,2.52,131900
26,745,258,694,236,1.3846,129200
52,846,271,1153,281,2.1923,155000
47,1306,391,1499,346,2.2788,139600
43,1502,477,1844,477,1.9405,152500
36,1825,479,2097,480,2.1862,135300
52,497,132,547,121,2.2083,146300
47,876,228,872,231,2.2656,145000
45,1860,472,1893,456,2.6573,141800
44,1550,407,1718,403,2.5268,141100
52,22,7,55,7,7.5752,67500
45,792,203,872,188,2.6875,129700
43,1811,513,2123,487,1.3615,133300
39,47,16,51,23,3.2188,112500
39,1315,306,1257,298,3.2788,169000
37,788,215,883,221,2.6818,164600
43,1751,400,1558,379,3.0313,166100
35,1863,537,2274,510,2.1005,171300
43,1686,446,1590,474,2.3241,159300
39,2265,628,2323,599,2.1522,155300
43,1500,419,1726,440,1.8641,165100
38,1889,565,2087,559,1.7778,154000
35,2134,650,2248,587,2.2988,153400
35,2129,614,2376,618,2.0372,160800
32,1116,328,1265,302,2.295,155200
41,1807,442,1628,443,2.84,156100
40,2227,594,2244,580,2.4459,143800
34,892,318,1443,341,2.1903,162500
41,619,138,636,145,2.5083,118100
36,1337,382,1769,393,2.6953,121000
30,2831,862,3649,883,1.9668,152100
41,1722,363,1432,326,3.2976,151200
36,602,150,645,145,3.1964,115400
35,1669,445,1870,412,3.0417,117300
37,1073,265,1197,250,2.7109,133000
26,2422,632,2601,583,1.7824,110200
24,1545,391,1807,388,2.6429,105300
43,1810,357,1335,358,3.1189,118800
45,1211,234,1128,261,3.4792,110700
42,1254,225,929,235,4.3646,116200
39,1565,364,1389,360,2.7443,113900
38,929,166,686,183,3.4485,119400
32,1507,379,1082,350,3.225,138200
29,1976,444,1254,371,2.1782,126800
28,822,205,627,192,3.4583,166300
38,793,193,601,187,2.8837,176100
45,455,92,394,89,4.9562,165700
43,1005,199,723,191,4.3424,162500
34,1719,398,1444,372,2.8438,139300
33,1278,311,1157,320,3.5054,146800
45,1816,398,1524,388,3.8586,157900
45,1693,337,1255,333,3.6923,159700
43,905,199,764,204,3.3214,162200
40,1815,428,1807,413,3.0882,160700
44,1387,280,984,302,4.25,143100
44,121,29,153,30,2.1964,150000
39,1598,458,1691,399,2.3605,141800
33,32,18,96,36,4.5938,112500
28,2357,408,1162,384,4.3636,179700
4,14348,2145,5839,1806,5.3799,222400
34,3296,483,1268,478,8.4802,500001
39,2686,417,1094,402,7.0059,500001
29,2174,418,1030,395,3.5707,341700
36,959,204,446,210,3.215,331300
36,2443,492,1115,493,3.9777,409800
31,4704,920,1895,886,4.9297,400000
52,2298,406,1203,387,5.5291,274600
52,1388,271,735,239,3.7404,247700
50,3657,708,1725,644,5.5456,258100
52,791,174,501,162,3.3542,178100
47,1585,420,949,366,2.7098,173800
40,2749,580,1375,511,4.825,205800
35,2983,526,1614,543,5.7794,272400
37,1298,242,750,255,5.2049,240800
36,2870,529,1371,565,5.2083,220900
35,4003,788,2785,764,4.1213,252100
33,1903,386,1187,340,4.0469,196600
45,1072,275,996,243,2.8194,165000
42,1706,488,1941,447,2.5213,149700
40,1081,282,970,263,1.875,150000
36,1427,415,1835,410,2.48,138900
34,1709,562,2105,503,1.9704,152100
31,394,117,573,131,1.8173,154200
36,839,250,1079,245,1.7463,158300
35,1504,477,2059,498,2.0133,145800
52,48,6,41,10,10.2264,112500
34,1083,364,1132,338,2.2344,153100
44,1105,346,1598,372,1.2,115600
41,1422,478,1640,434,1.6122,157100
36,1243,470,1668,444,1.0714,137500
34,1113,313,928,290,3.1654,155000
43,798,308,1417,325,1.4189,141700
43,2343,803,2468,707,1.5163,115000
45,554,214,888,218,1.8125,139600
24,1402,482,1976,466,2.6964,163200
42,626,143,625,156,3.125,166300
36,1514,453,1496,448,2.1044,148200
34,2225,753,2980,736,1.6685,128800
30,1971,645,2650,605,2.0357,169900
18,1781,765,1913,702,1.2059,255000
15,1011,274,899,219,2.7045,190600
47,1688,386,1663,381,4.0609,171300
47,1147,297,1097,307,2.6384,162900
47,1058,295,1097,274,2.881,183300
43,381,67,259,60,3.0313,166100
32,2232,603,2361,608,2.5966,170900
42,3896,981,4496,993,3.153,150900
42,1115,297,1412,325,3.0903,153500
42,1046,287,1218,289,2.6538,143400
40,930,258,1203,244,2.5938,115400
38,788,224,1155,208,3.3542,153800
39,1921,483,2286,470,3.0167,130000
32,1263,333,1789,346,1.9957,89300
23,926,409,1856,408,2.1366,100000
31,571,153,841,158,2.6154,89200
28,1847,500,2263,473,1.5161,103200
40,1802,496,2096,468,2.3542,97900
38,796,159,679,167,3.6607,110400
